,grupo_id,Initial_Liters,Final_Liters,Initial_mA,Final_mA,Consumed_Liters,label
737,737,370.5769511,355.7224117,5.908203,5.821228,-14.99188075,Toilet flushing
738,738,367.9159899,95.19950096,5.883789,4.310608,-271.169209,Washing clothes
739,739,433.1746679,430.4655434,6.271362,6.256104,0.4475424,Stable
740,740,384.5168578,320.5173588,5.989075,5.59082,-68.64721435,Washing clothes
741,741,317.4478631,311.9244388,5.599976,5.567932,-2.6907411,Toilet flushing
742,742,310.6094281,307.1901244,5.560303,5.540466,-3.41930369,Stable
743,743,309.0312084,305.0860038,5.551147,5.528259,-3.94520456,Stable
744,744,303.3130067,298.2475688,5.517578,5.488586,-4.99735104,Stable
745,745,301.1407993,274.3131325,5.505371,5.349731,-28.7506056,Taking a bath
746,746,276.1543888,273.524195,5.360413,5.345154,1.1248265,Stable
747,747,271.1570378,264.5816394,5.331421,5.293274,-6.3716791,Toilet flushing
748,748,262.2144822,262.2144822,5.279541,5.279541,4.1697132,Stable
749,749,667.6153055,621.9878872,7.624817,7.377625,-46.3092922,Taking a bath
750,750,623.5684568,617.8902348,7.394409,7.368469,-0.5764508,Stable
751,751,623.9538011,548.9592207,7.351685,6.915283,-73.7620234,Washing clothes
752,752,550.4257928,450.2083339,6.942749,6.393433,-96.4394758,Washing clothes
753,753,504.4932901,502.6059588,6.707764,6.692505,-5.4606776,Stable
754,754,497.0228839,499.8292922,6.628418,6.646729,5.4545385,Stable
755,755,498.2904738,487.6247572,6.640625,6.57959,-8.6053547,Toilet flushing
756,756,471.0363967,467.6059104,6.509399,6.451416,-12.9406536,Toilet flushing
757,757,466.3952748,415.8087707,6.492615,6.190491,-48.7037142,Taking a bath
758,758,421.7868861,426.1169596,6.184387,6.210327,8.6899172,Stable
759,759,416.6049738,410.8468659,6.161499,6.144714,-4.2032003,Stable
760,760,432.6229986,648.8723252,6.240845,7.518005,219.2006873,Tank Refilling
761,761,700.7432433,724.2945342,7.844543,7.962036,23.8905061,Stable
762,762,728.973209,729.5069825,7.958984,7.99408,2.757114,Stable
763,763,731.43974,704.422742,7.997131,7.873535,-16.6199347,Toilet flushing
764,764,716.4568983,706.6675096,7.890319,7.847595,-4.9507964,Toilet flushing
765,765,700.0131302,687.2965933,7.843018,7.76062,-17.3627118,Toilet flushing
766,766,711.5827478,644.1486412,7.861328,7.522583,-61.100628,Taking a bath
767,767,661.8950906,646.0569376,7.598877,7.513428,-15.9540303,Toilet flushing
768,768,619.5571181,621.6992237,7.373047,7.376099,1.2587784,Stable
769,769,615.7557022,611.3988451,7.305908,7.324219,-1.1285022,Stable
770,770,615.8077028,593.0447438,7.30896,7.199097,-16.3789282,Toilet flushing
771,771,588.9584208,587.410727,7.192993,7.144165,-12.9283883,Toilet flushing
772,772,589.9714093,508.2522069,7.15332,6.732178,-71.5901681,Washing clothes
773,773,507.747194,504.5898077,6.707764,6.692505,-0.818048,Stable
774,774,499.1904649,501.9809054,6.628418,6.646729,2.5978582,Stable
775,775,491.8667415,487.3447314,6.640625,6.57959,-9.7761714,Toilet flushing
776,776,472.4294328,459.3119369,6.509399,6.451416,-12.1755781,Toilet flushing
777,777,277.2674587,424.8095028,5.374146,6.19812,140.9377911,Tank Refilling
778,778,492.4851216,733.7931399,6.610107,8.035278,243.2281327,Tank Refilling
779,779,732.5561717,729.6487113,7.998657,7.992554,-4.1378548,Stable
780,780,735.8054761,738.5566641,8.032227,8.026123,3.9217998,Stable
781,781,744.9834017,742.0167957,8.09021,8.050537,-3.5395647,Toilet flushing
782,782,705.7898132,749.3730478,7.873535,8.117676,46.5976481,Tank Refilling
783,783,702.0778045,597.3177567,7.8125,7.202148,-108.5711571,Washing clothes
784,784,537.0180915,486.2064871,6.896973,6.591797,-53.365498,Taking a bath
785,785,509.9001967,508.4535708,6.713867,6.713867,-0.3207981,Stable
786,786,521.623887,506.2509147,6.774902,6.713867,-6.5767835,Toilet flushing
787,787,468.1281539,461.2423319,6.469727,6.408691,-6.3925646,Toilet flushing
788,788,490.5881431,387.613714,6.591797,5.981445,-101.3456028,Washing clothes
789,789,373.2444647,350.017699,5.92041,5.79834,-24.7220999,Toilet flushing
790,790,301.669035,263.5191708,5.493164,5.310059,-36.3365143,Taking a bath
791,791,242.0674491,197.0177746,5.187988,4.882813,-55.2561254,Taking a bath
792,792,218.9213882,166.8305346,5.004883,4.699707,-54.6551193,Taking a bath
793,793,234.8220977,198.5814966,5.126953,4.882813,-40.2863497,Taking a bath
794,794,164.5859703,165.9758851,4.699707,4.699707,-4.8056464,Stable
795,795,128.5624574,145.9815717,4.516602,4.577637,11.8390943,Stable
796,796,160.3126611,112.2934413,4.699707,4.394531,-49.0370226,Taking a bath
797,797,132.0738054,137.4239107,4.516602,4.577637,10.1409259,Stable
798,798,139.1908935,139.5566476,4.577637,4.577637,-0.8227028,Stable
799,799,108.7750532,89.6505564,4.394531,4.272461,-21.8767678,Toilet flushing
800,800,128.5461943,108.1770746,4.516602,4.394531,-21.0733252,Toilet flushing
801,801,139.5898736,157.7439175,4.577637,4.699707,18.7039537,Stable
802,802,185.0398019,161.8973315,4.821777,4.699707,-24.5054429,Toilet flushing
803,803,183.9818701,245.2633684,4.821777,5.187988,62.1877765,Tank Refilling
804,804,461.6799065,510.955801,6.408691,6.713867,49.4417892,Tank Refilling
805,805,440.7076089,466.2226313,6.286621,6.469727,30.5164917,Tank Refilling
806,806,488.9913445,429.4293298,6.591797,6.225586,-63.7910648,Washing clothes
807,807,454.7765058,463.7316538,6.408691,6.469727,10.9843004,Stable
808,808,463.4196264,457.6935261,6.469727,6.408691,-14.4136456,Toilet flushing
809,809,469.8919965,460.0937372,6.469727,6.408691,-11.7589966,Toilet flushing
810,810,458.90596,436.4684903,6.408691,6.286621,-18.656251,Toilet flushing
811,811,455.8217713,460.6002127,6.408691,6.408691,-4.7743114,Stable
812,812,488.2804357,460.0422008,6.591797,6.408691,-33.556534,Taking a bath
813,813,439.4020963,453.8172576,6.286621,6.408691,25.7478715,Stable
814,814,458.6985696,403.3820431,6.408691,6.103516,-51.4702623,Taking a bath
815,815,439.7836767,422.6597732,6.286621,6.225586,-8.9190077,Toilet flushing
816,816,401.5173494,439.5725466,6.103516,6.286621,29.0740296,Tank Refilling
817,817,405.990778,431.1230483,6.103516,6.286621,28.5153859,Tank Refilling
818,818,436.5304574,453.9874037,6.286621,6.408691,21.6818369,Stable
819,819,440.8030056,460.3688025,6.286621,6.408691,21.2444338,Stable
820,820,466.6384904,426.382312,6.469727,6.225586,-41.9490637,Taking a bath
821,821,368.3729159,386.6604998,5.92041,5.981445,8.2571601,Stable
822,822,385.139715,404.7786129,5.981445,6.103516,22.388991,Stable
823,823,371.5271612,297.4508703,5.92041,5.493164,-73.6120092,Washing clothes
824,824,355.3082348,262.9247248,5.79834,5.310059,-82.9877726,Washing clothes
825,825,232.6784394,106.9788819,5.126953,4.394531,-127.9537177,Washing clothes
826,826,142.7008389,184.061331,4.577637,4.821777,45.9207114,Tank Refilling
827,827,136.9812724,134.3858535,4.577637,4.516602,-6.8198171,Toilet flushing
828,828,166.0907138,138.0616414,4.699707,4.577637,-23.1227737,Toilet flushing
829,829,140.9787893,131.953441,4.577637,4.516602,-11.735099,Toilet flushing
830,830,130.1332853,135.5343631,4.516602,4.516602,2.8675983,Stable
831,831,140.7131657,128.9785967,4.577637,4.516602,-9.7767307,Toilet flushing
832,832,126.5294033,93.5585797,4.516602,4.272461,-45.4802482,Taking a bath
833,833,132.1410417,56.68952,4.516602,4.089355,-77.9372645,Washing clothes
834,834,82.1526585,75.1205502,4.211426,4.211426,4.6689115,Stable
835,835,80.7015138,59.0032534,4.211426,4.089355,-19.1437058,Toilet flushing
836,836,112.439263,114.0550974,4.394531,4.394531,-4.9972764,Stable
837,837,60.1153228,166.5935627,4.089355,4.699707,104.6755309,Tank Refilling
838,838,86.104228,105.5338147,4.272461,4.394531,17.5472659,Stable
839,839,92.8959487,79.7676529,4.272461,4.211426,-9.2774964,Toilet flushing
840,840,127.8484063,86.6083243,4.516602,4.272461,-45.4877874,Taking a bath
841,841,30.3900322,44.5720741,3.90625,4.02832,22.4878595,Stable
842,842,77.9409641,466.5909463,4.211426,6.469727,385.4578788,Tank Refilling
843,843,466.502788,457.6425562,6.469727,6.408691,-8.3828796,Toilet flushing
844,844,460.0045181,440.6536643,6.408691,6.286621,-22.4337529,Toilet flushing
845,845,453.5861222,453.8326614,6.408691,6.408691,-1.9491558,Stable
846,846,464.0795803,444.5313113,6.460571,6.350708,-21.5764273,Toilet flushing
847,847,422.4741411,334.449291,6.237793,5.709839,-87.3424975,Washing clothes
848,848,334.14579,333.1593192,5.685425,5.715942,8.1923745,Stable
849,849,326.2491703,472.9794216,5.67627,6.503296,146.04344,Tank Refilling
850,850,484.507666,394.3689854,6.588745,6.069946,-92.9707829,Washing clothes
851,851,393.0752098,404.2121484,6.011963,6.097412,11.0609468,Stable
852,852,389.3719787,409.9133323,6.04248,6.115723,9.9422488,Stable
853,853,399.7952713,400.7410032,6.079102,6.088257,0.6560823,Stable
854,854,401.8540732,406.9217223,6.063843,6.09436,1.0716877,Stable
855,855,413.1112281,416.7868411,6.167603,6.149292,-1.2540968,Stable
856,856,412.2974247,414.2373727,6.14624,6.161499,7.1169903,Stable
857,857,423.2078387,333.8711826,6.185913,5.715942,-83.1281564,Washing clothes
858,858,211.2581522,152.2674333,4.974365,4.650879,-51.3665052,Taking a bath
859,859,150.4163891,443.2460465,4.605103,6.347656,300.6192066,Tank Refilling
860,860,437.2881428,429.6627147,6.298828,6.274414,-4.4798544,Stable
861,861,431.3246623,440.373751,6.262207,6.298828,8.9237394,Stable
862,862,432.9393561,413.2627988,6.265259,6.12793,-21.9861965,Toilet flushing
863,863,242.5045079,247.1647545,5.166626,5.206299,5.6754719,Stable
864,864,244.3433282,245.8322821,5.166626,5.175781,0.2148303,Stable
865,865,241.724733,249.4870922,5.154419,5.200195,12.6599874,Stable
866,866,245.5854101,250.0554238,5.181885,5.181885,4.596147,Stable
867,867,230.118223,221.8830862,5.117798,5.056763,-7.3597267,Toilet flushing
868,868,219.7343073,255.7850802,5.044556,5.215454,29.372145,Stable
869,869,249.6158907,251.8618597,5.230713,5.245972,3.1016132,Stable
870,870,256.6178064,253.9288417,5.236816,5.233765,-1.5829594,Stable
871,871,252.3351189,266.6282204,5.221558,5.291748,16.5257657,Stable
872,872,265.5717345,213.4638347,5.325317,4.998779,-53.3085306,Taking a bath
873,873,208.6566338,149.1780706,4.980469,4.623413,-61.4530252,Washing clothes
874,874,151.7012737,142.3159993,4.614258,4.580688,-2.349651,Toilet flushing
875,875,140.526725,127.51082,4.556274,4.507446,-6.6142167,Toilet flushing
876,876,115.881911,105.4598809,4.431152,4.394531,-7.3311426,Toilet flushing
877,877,116.5001538,56.1429214,4.428101,4.0802,-62.6641095,Taking a bath
878,878,50.6613345,257.4833532,4.071045,5.267334,208.0615875,Tank Refilling
879,879,198.0988514,176.5489025,4.910278,4.776001,-18.3964129,Toilet flushing
880,880,190.8372252,183.9585009,4.870605,4.806519,-9.3247374,Toilet flushing
881,881,185.985605,189.309187,4.84314,4.833984,2.1731408,Stable
882,882,183.4329829,183.2668275,4.803467,4.803467,-3.4088336,Stable
883,883,175.7523646,174.4614548,4.79126,4.788208,-2.296466,Stable
884,884,173.7656156,155.0329752,4.763794,4.638672,-18.9952704,Toilet flushing
885,885,152.2867796,155.0455927,4.650879,4.666138,1.1123316,Stable
886,886,152.4492102,145.0565845,4.61731,4.595947,-2.044402,Stable
887,887,122.2236731,115.4106998,4.492188,4.415894,-11.0752244,Toilet flushing
888,888,118.599963,120.0040269,4.458618,4.473877,1.2132138,Stable
889,889,129.7965152,134.5259272,4.525757,4.528809,-1.6513086,Stable
890,890,138.356693,133.6236831,4.534912,4.556274,2.5311972,Stable
891,891,144.0419396,138.1139272,4.568481,4.577637,1.5397866,Stable
892,892,146.0595757,142.133001,4.589844,4.56543,-4.5170637,Stable
893,893,136.3352385,136.1987291,4.537964,4.534912,0.1745659,Stable
894,894,125.8889024,141.3957442,4.516602,4.577637,9.6511694,Stable
895,895,160.0286455,105.0963516,4.699707,4.394531,-54.6302337,Taking a bath
896,896,128.9656747,137.9243252,4.516602,4.577637,6.8404827,Stable
897,897,139.2867783,145.0374097,4.577637,4.577637,4.8269814,Stable
898,898,111.1207064,85.4324236,4.394531,4.272461,-17.8538759,Toilet flushing
899,899,127.0075117,107.1559653,4.516602,4.394531,-18.7746736,Toilet flushing
900,900,144.1093029,166.8415775,4.577637,4.699707,16.3366071,Stable
901,901,187.5876997,160.944915,4.821777,4.699707,-25.5392397,Toilet flushing
902,902,187.6999094,251.3176334,4.821777,5.187988,63.5266017,Tank Refilling
903,903,460.82008,507.5878795,6.408691,6.713867,48.0292746,Tank Refilling
904,904,435.9641329,469.6965184,6.286621,6.469727,32.9071755,Tank Refilling
905,905,490.9508842,426.6686812,6.591797,6.225586,-64.1958978,Washing clothes
906,906,457.2766273,463.8664748,6.408691,6.469727,10.6053756,Stable
907,907,545.7064169,732.2645965,6.896973,7.995605,193.9832967,Tank Refilling
908,908,786.4662284,759.8311537,8.300781,8.178711,-25.604337,Toilet flushing
909,909,763.5778582,729.5795465,8.178711,7.995605,-27.7154621,Taking a bath
910,910,703.364118,733.6896175,7.8125,7.995605,28.9819944,Tank Refilling
911,911,783.3313465,696.5645516,8.300781,7.8125,-84.2750368,Washing clothes
912,912,612.6628756,609.9325605,7.324219,7.324219,-2.6200552,Toilet flushing
913,913,591.0296596,577.1200582,7.202148,7.080078,-18.9212182,Toilet flushing
914,914,562.9430568,576.8671776,7.019043,7.080078,5.7169226,Stable
915,915,557.619048,575.2512175,7.019043,7.080078,6.8837211,Stable
916,916,545.778905,510.2968583,6.896973,6.713867,-31.9715825,Taking a bath
917,917,591.3598737,537.0270176,7.202148,6.896973,-52.1761211,Taking a bath
918,918,515.7431175,505.5974275,6.774902,6.713867,-6.6787278,Toilet flushing
919,919,521.3736588,543.9668122,6.774902,6.896973,22.8959494,Stable
920,920,461.3361998,377.2312608,6.408691,5.92041,-82.071614,Washing clothes
921,921,356.4834292,354.5632399,5.79834,5.79834,-2.3605245,Stable
922,922,321.8056122,298.4443139,5.615234,5.493164,-20.5815714,Toilet flushing
923,923,320.4730548,371.13732,5.615234,5.92041,48.1233866,Tank Refilling
924,924,349.568394,349.345602,5.79357,5.79834,2.4695379,Stable
925,925,368.6193842,280.3826299,5.92041,5.371094,-91.7980811,Washing clothes
926,926,268.239177,215.8559862,5.310059,5.004883,-54.0232424,Taking a bath
927,927,198.7540685,198.1952461,4.931641,4.898071,-7.4505924,Toilet flushing
928,928,189.9453287,201.3612814,4.888916,4.919434,3.6068666,Stable
929,929,182.28707,192.9349738,4.806519,4.858398,5.5517898,Stable
930,930,204.0296338,204.7508946,4.931641,4.922485,-3.9153307,Stable
931,931,199.0933207,184.2764092,4.89502,4.824829,-7.2335717,Toilet flushing
932,932,184.0703001,190.2230497,4.852295,4.885864,9.7825625,Stable
933,933,188.9405389,178.5257499,4.870605,4.806519,-8.724274,Toilet flushing
934,934,183.097365,182.1186943,4.84314,4.833984,2.6607811,Stable
935,935,180.6745579,184.7743127,4.803467,4.803467,0.4335481,Stable
936,936,182.7296826,181.651223,4.79126,4.788208,0.8215061,Stable
937,937,172.3985189,147.5561707,4.763794,4.638672,-21.6611892,Toilet flushing
938,938,158.1176325,160.8821288,4.650879,4.666138,0.1759058,Stable
939,939,147.0899988,143.8255122,4.61731,4.595947,0.1518786,Stable
940,940,123.5031355,111.0745897,4.492188,4.415894,-14.1982724,Toilet flushing
941,941,125.4210422,127.8352309,4.458618,4.473877,0.51242,Stable
942,942,135.4382925,134.8140064,4.525757,4.528809,0.1643654,Stable
943,943,129.966915,140.9830201,4.534912,4.556274,1.9595318,Stable
944,944,141.6841708,143.749966,4.568481,4.577637,-1.7831583,Stable
945,945,141.3840407,135.3749267,4.589844,4.56543,-6.5689198,Stable
946,946,136.5806801,132.504095,4.537964,4.534912,2.2336838,Stable
947,947,139.1162892,120.414685,4.574585,4.458618,-15.0180408,Toilet flushing
948,948,113.7963819,59.2283036,4.434204,4.095459,-53.928816,Taking a bath
949,949,50.6380058,184.2031789,4.0802,4.855347,136.2229956,Tank Refilling
950,950,261.9754578,530.2959675,5.267334,6.851196,268.047037,Tank Refilling
951,951,620.7348241,722.810854,7.366943,7.925416,95.6375585,Tank Refilling
952,952,728.7804729,735.4832436,7.995605,7.998657,-2.0381399,Stable
953,953,734.147131,737.3848398,8.023071,8.03833,3.7021892,Stable
954,954,730,721.1957001,8.074961,8.020991,-8.8042999,Toilet flushing
955,955,718.0557218,612.6610372,8.007748,7.421484,-105.3946846,Washing clothes
956,956,616.1268675,600.5592006,7.450192,7.367699,-15.5676669,Toilet flushing
957,957,605.5605066,592.382716,7.386545,7.323233,-13.1777906,Toilet flushing
958,958,596.0268622,646.9797833,7.337825,7.61952,50.9529211,Tank Refilling
959,959,650.2447398,641.483781,7.635986,7.581971,-8.7609588,Toilet flushing
960,960,649.4783909,656.26207,7.633239,7.665895,6.7836791,Stable
961,961,655.7586015,629.4820314,7.664063,7.52396,-26.2765701,Taking a bath
962,962,623.8559738,626.2108097,7.486451,7.501648,2.3548359,Stable
963,963,619.1465703,605.9785595,7.468801,7.393099,-13.1680108,Toilet flushing
964,964,599.9654958,568.3432432,7.363561,7.189847,-31.6222526,Taking a bath
965,965,566.5881398,550.4042058,7.178638,7.092868,-16.183934,Toilet flushing
966,966,549.2331157,533.2299147,7.079646,6.995709,-16.003201,Toilet flushing
967,967,539.1147235,536.6410552,7.03453,7.01413,-2.4736683,Stable
968,968,532.2445702,540.4949306,6.995009,7.038964,8.2503604,Stable
969,969,545.9982697,540.4431139,7.071382,7.036297,-5.5551558,Toilet flushing
970,970,545.3132156,527.8817014,7.064327,6.960453,-17.4315142,Toilet flushing
971,971,533.5031632,475.8026779,6.996817,6.679832,-57.7004853,Taking a bath
972,972,483.7240581,467.5673515,6.72629,6.636428,-16.1567066,Toilet flushing
973,973,472.9515693,474.986101,6.672385,6.678053,2.0345317,Stable
974,974,472.3822565,592.2987696,6.666174,7.319994,119.9165131,Tank Refilling
975,975,591.7381458,597.7808123,7.313311,7.352023,6.0426665,Stable
976,976,603.5597669,587.456516,7.37858,7.292031,-16.1032509,Toilet flushing
977,977,590.4416876,598.4079308,7.305842,7.356178,7.9662432,Stable
978,978,590.4770007,596.6269223,7.304793,7.339686,6.1499216,Stable
979,979,594.2314901,601.670609,7.32969,7.372207,7.4391189,Stable
980,980,597.4991678,582.1899297,7.342824,7.260963,-15.3092381,Toilet flushing
981,981,581.1662026,621.2597813,7.259295,7.474697,40.0935787,Tank Refilling
982,982,614.3933447,597.2940843,7.442067,7.345654,-17.0992604,Toilet flushing
983,983,599.8797531,582.2883146,7.356296,7.26385,-17.5914385,Toilet flushing
984,984,577.7872967,579.8390831,7.240812,7.252757,2.0517864,Stable
985,985,575.4108732,566.2465089,7.224437,7.174655,-9.1643643,Toilet flushing
986,986,571.0429558,565.0914255,7.204469,7.173527,-5.9515303,Toilet flushing
987,987,565.7979778,657.8442115,7.171618,7.669068,92.0462337,Tank Refilling
988,988,659.9790437,657.704007,7.692091,7.675527,-2.2750367,Stable
989,989,651.7115813,627.1384855,7.64706,7.509954,-24.5730958,Taking a bath
990,990,628.9776265,632.5314495,7.515852,7.539925,3.553823,Stable
991,991,628.3114834,619.5572496,7.517262,7.471141,-8.7542338,Toilet flushing
992,992,614.1498192,612.5056848,7.44098,7.432113,-1.6441344,Stable
993,993,619.6032416,614.527972,7.472716,7.441433,-5.0752696,Toilet flushing
994,994,616.6321455,605.4726098,7.446775,7.394813,-11.1595357,Toilet flushing
995,995,606.1811734,588.9012754,7.391968,7.293872,-17.279898,Toilet flushing
996,996,581.3639909,586.6235268,7.264121,7.287456,5.2595359,Stable
997,997,588.6218774,529.9203737,7.300227,6.978713,-58.7015037,Taking a bath
998,998,525.2460608,524.6661152,6.953803,6.948788,-0.5799456,Stable
999,999,521.6847132,483.7654349,6.93402,6.724523,-37.9192783,Taking a bath
1000,1000,489.1193777,430.7661403,6.755621,6.439179,-58.3532374,Taking a bath
1001,1001,432.147424,419.0053347,6.445236,6.373838,-13.1420893,Toilet flushing
1002,1002,422.2538448,301.8763892,6.392157,5.738247,-120.3774556,Washing clothes
1003,1003,300.2427885,248.7201101,5.724196,5.441532,-51.5226784,Taking a bath
1004,1004,251.7061905,257.4773364,5.46583,5.492556,5.7711459,Stable
1005,1005,261.8425709,213.384372,5.516165,5.254764,-48.4581989,Taking a bath
1006,1006,221.0059811,224.0460012,5.295535,5.313817,3.0400201,Stable
1007,1007,228.9392092,210.0883203,5.338465,5.232167,-18.8508889,Toilet flushing
1008,1008,207.5281224,321.3416974,5.21661,5.840259,113.813575,Tank Refilling
1009,1009,317.432555,259.4623586,5.819907,5.500611,-57.9701964,Taking a bath
1010,1010,266.971157,239.4427704,5.542818,5.393053,-27.5283866,Taking a bath
1011,1011,232.5229621,113.0201944,5.357996,4.703179,-119.5027677,Washing clothes
1012,1012,118.8012758,112.6311757,4.735106,4.700623,-6.1701001,Toilet flushing
1013,1013,110.4375439,97.5115209,4.690517,4.625229,-12.926023,Toilet flushing
1014,1014,96.2876009,71.3592217,4.290771,4.197693,-11.8198173,Toilet flushing
1015,1015,72.47902,611.3328714,4.170227,7.28302,533.3171936,Tank Refilling
1016,1016,615.2567512,606.0704726,7.333374,7.286072,-8.6042662,Toilet flushing
1017,1017,600.8966573,591.529484,7.247925,7.202148,-9.8052766,Toilet flushing
1018,1018,586.9255964,481.5623613,7.188416,6.523132,-117.1340044,Washing clothes
1019,1019,466.7139307,423.8752298,6.492615,6.190491,-54.1938105,Taking a bath
1020,1020,419.4103599,424.008588,6.184387,6.210327,7.6408132,Stable
1021,1021,415.8112976,408.6044861,6.161499,6.144714,0.3460698,Stable
1022,1022,422.9858913,645.2327552,6.240845,7.518005,223.6125683,Tank Refilling
1023,1023,708.0240247,720.1625144,7.844543,7.962036,24.5057961,Stable
1024,1024,720.0194203,728.6945175,7.958984,7.99408,6.0485137,Stable
1025,1025,732.5645448,708.9694978,7.997131,7.873535,-20.852488,Toilet flushing
1026,1026,707.9832949,709.0011493,7.890319,7.847595,-6.4614676,Toilet flushing
1027,1027,705.3704243,686.9525264,7.843018,7.76062,-12.9430806,Toilet flushing
1028,1028,702.6044561,701.3617317,7.830811,7.800293,-4.2001718,Toilet flushing
1029,1029,701.5729427,706.3744819,7.809448,7.839966,7.8897001,Stable
1030,1030,704.8472271,695.42741,7.87201,7.815552,-12.2008577,Toilet flushing
1031,1031,708.7435501,710.1327823,7.86438,7.885742,3.3606021,Stable
1032,1032,716.6292458,707.9876522,7.893372,7.865906,-4.4224851,Stable
1033,1033,713.4734926,748.1076521,7.873535,8.117676,37.8907433,Tank Refilling
1034,1034,698.2727519,589.3494849,7.8125,7.202148,-100.9375944,Washing clothes
1035,1035,539.468343,485.5983661,6.896973,6.591797,-50.9354076,Taking a bath
1036,1036,513.9472261,505.1733061,6.713867,6.713867,3.1959048,Stable
1037,1037,518.9353846,508.7929308,6.774902,6.713867,-10.6160572,Toilet flushing
1038,1038,465.2962458,458.0626493,6.469727,6.408691,-12.7254945,Toilet flushing
1039,1039,484.7169516,380.6573845,6.591797,5.981445,-104.4308883,Washing clothes
1040,1040,373.5714207,350.4982997,5.92041,5.79834,-16.3920481,Toilet flushing
1041,1041,298.1376739,263.3244705,5.493164,5.310059,-31.4865797,Taking a bath
1042,1042,241.8478755,190.2833768,5.187988,4.882813,-56.6638455,Taking a bath
1043,1043,218.7683102,158.8544956,5.004883,4.699707,-53.3601293,Taking a bath
1044,1044,233.8468835,198.4848195,5.126953,4.882813,-44.2963313,Taking a bath
1045,1045,159.9928727,167.2162718,4.699707,4.699707,3.1695294,Stable
1046,1046,130.4133562,143.8842887,4.516602,4.577637,15.2762324,Stable
1047,1047,164.2985448,106.2512164,4.699707,4.394531,-49.8047027,Taking a bath
1048,1048,134.5365059,142.9000712,4.516602,4.577637,6.671228,Stable
1049,1049,137.8066822,137.1268723,4.577637,4.577637,-2.0909748,Stable
1050,1050,109.562903,87.8994191,4.394531,4.272461,-17.2610038,Toilet flushing
1051,1051,126.4328685,111.578743,4.516602,4.394531,-21.4369897,Toilet flushing
1052,1052,142.3453669,166.5291891,4.577637,4.699707,25.4129452,Stable
1053,1053,178.455435,158.5682501,4.821777,4.699707,-17.6567654,Toilet flushing
1054,1054,181.8097827,245.864448,4.821777,5.187988,66.9862343,Tank Refilling
1055,1055,460.4751541,513.6530815,6.408691,6.713867,49.3698072,Tank Refilling
1056,1056,434.0819515,466.1720495,6.286621,6.469727,28.294423,Tank Refilling
1057,1057,492.9797051,421.0332936,6.591797,6.225586,-59.0875205,Washing clothes
1058,1058,457.497204,467.2782702,6.408691,6.469727,12.8203209,Stable
1059,1059,471.8659679,454.0740099,6.469727,6.408691,-8.7486286,Toilet flushing
1060,1060,463.2805608,460.3803186,6.469727,6.408691,-14.4735283,Toilet flushing
1061,1061,454.1054276,434.0452458,6.408691,6.286621,-20.4067605,Toilet flushing
1062,1062,459.9560361,455.9289222,6.408691,6.408691,2.7144553,Stable
1063,1063,488.9186827,458.5640679,6.591797,6.408691,-29.8632886,Taking a bath
1064,1064,440.4476225,459.444595,6.286621,6.408691,23.4914448,Stable
1065,1065,460.9835097,404.6044842,6.408691,6.103516,-53.9987696,Taking a bath
1066,1066,432.2596442,428.3094676,6.286621,6.225586,-6.8454365,Toilet flushing
1067,1067,406.8583376,437.1976209,6.103516,6.286621,29.7464642,Tank Refilling
1068,1068,402.5660104,433.6343708,6.103516,6.286621,33.0568108,Tank Refilling
1069,1069,431.6667033,452.015833,6.286621,6.408691,24.6968908,Stable
1070,1070,436.6332143,456.7191286,6.286621,6.408691,22.499423,Stable
1071,1071,469.36723,428.7978534,6.469727,6.225586,-44.726392,Taking a bath
1072,1072,375.066016,384.6319448,5.92041,5.981445,8.1735435,Stable
1073,1073,379.9618725,404.3233287,5.981445,6.103516,25.8641452,Stable
1074,1074,373.1161969,298.9791548,5.92041,5.493164,-68.7614114,Washing clothes
1075,1075,347.8503752,270.3315871,5.79834,5.310059,-82.0655704,Washing clothes
1076,1076,231.0028307,110.1623574,5.126953,4.394531,-127.7504413,Washing clothes
1077,1077,138.1543577,181.1132811,4.577637,4.821777,42.7904666,Tank Refilling
1078,1078,141.0620929,130.7014572,4.577637,4.516602,-9.2778736,Toilet flushing
1079,1079,160.6043337,142.0275981,4.699707,4.577637,-18.0725713,Toilet flushing
1080,1080,138.5484036,134.6074227,4.577637,4.516602,-10.3649844,Toilet flushing
1081,1081,132.7857069,135.6681635,4.516602,4.516602,0.6325602,Stable
1082,1082,146.0976285,129.110702,4.577637,4.516602,-5.7278052,Toilet flushing
1083,1083,127.2183704,92.5931503,4.516602,4.272461,-45.0764232,Taking a bath
1084,1084,132.9650463,57.022182,4.516602,4.089355,-77.0254444,Washing clothes
1085,1085,79.4224925,75.5572122,4.211426,4.211426,-0.8415073,Stable
1086,1086,73.4668596,61.7489556,4.211426,4.089355,-23.4842024,Toilet flushing
1087,1087,109.5368005,109.5937885,4.394531,4.394531,-1.8578972,Stable
1088,1088,60.2994003,166.2416693,4.089355,4.699707,109.955266,Tank Refilling
1089,1089,87.0005376,112.4992581,4.272461,4.394531,24.0414092,Stable
1090,1090,86.3254329,82.1525028,4.272461,4.211426,-8.5916419,Toilet flushing
1091,1091,128.829638,93.421724,4.516602,4.272461,-40.0006442,Taking a bath
1092,1092,23.689389,42.5274832,3.90625,4.02832,18.3219764,Stable
1093,1093,82.5592818,463.4337528,4.211426,6.469727,386.5797452,Tank Refilling
