,grupo_id,Initial_Liters,Final_Liters,Initial_mA,Final_mA,Consumed_Liters,label
0,0,267.4748698,277.9954728,5.310059,5.371094,10.52060295,Stable
1,1,299.0366787,372.6810717,5.493164,5.92041,73.64439302,Tank Refilling
2,2,320.0778846,299.0366787,5.615234,5.493164,-21.0412059,Toilet flushing
3,3,246.4334916,294.573562,5.187988,5.493164,52.60318712,Tank Refilling
4,4,351.6398658,278.238326,5.79834,5.371094,-73.64439302,Washing clothes
5,5,294.4958999,277.259495,5.493164,5.371094,-16.2560297,Toilet flushing
6,6,303.9847379,267.4748698,5.493164,5.310059,-31.56180885,Taking a bath
7,7,295.7650902,193.8304768,5.493164,4.882813,-105.2062019,Washing clothes
8,8,214.8716827,141.2272897,5.004883,4.577637,-78.1403569,Washing clothes
9,9,183.3097015,130.7066867,4.821777,4.516602,-52.60301475,Taking a bath
10,10,88.62410257,137.5572703,4.272461,4.577637,52.4390046,Tank Refilling
11,11,247.504657,625.176232,5.187988,7.385254,378.7427404,Tank Refilling
12,12,709.341228,646.2174379,7.873535,7.507324,-63.12379007,Washing clothes
13,13,698.820625,730.3824339,7.8125,7.995605,31.56180885,Tank Refilling
14,14,761.9444151,725.8249617,8.178711,7.995605,-31.56198122,Taking a bath
15,15,730.3824339,698.820625,7.995605,7.8125,-27.9526729,Taking a bath
16,16,758.966497,667.2588162,8.178711,7.629395,-94.68559892,Washing clothes
17,17,706.3744004,668.5712882,7.873535,7.629395,-42.0824118,Taking a bath
18,18,677.7794191,729.4295219,7.69043,7.995605,52.60301475,Tank Refilling
19,19,682.6060714,709.341228,7.69043,7.873535,34.6852531,Tank Refilling
20,20,646.2174379,711.158918,7.507324,7.873535,63.12379007,Tank Refilling
21,21,698.4078914,677.7794191,7.8125,7.69043,-21.8468021,Toilet flushing
22,22,751.4238121,729.3167013,8.117676,7.995605,-21.04137827,Toilet flushing
23,23,726.4965861,705.0990911,7.995605,7.873535,-16.6647171,Toilet flushing
24,24,732.8080582,704.3779933,7.995605,7.873535,-25.3115394,Toilet flushing
25,25,625.176232,645.7943255,7.385254,7.507324,21.0412059,Stable
26,26,623.363902,698.7571542,7.385254,7.8125,69.5237764,Tank Refilling
27,27,708.5760265,627.1781763,7.873535,7.385254,-84.16499597,Washing clothes
28,28,667.2588162,519.9698577,7.629395,6.774902,-147.2889584,Washing clothes
29,29,562.0524419,488.4080489,7.019043,6.591797,-68.7716689,Washing clothes
30,30,467.366843,456.8460677,6.469727,6.408691,-10.52077532,Toilet flushing
31,31,469.5686344,455.9102849,6.469727,6.408691,-10.5764749,Toilet flushing
32,32,456.8460677,435.8048618,6.408691,6.286621,-21.2182462,Toilet flushing
33,33,453.0435556,453.3490887,6.408691,6.408691,0,Stable
34,34,488.4080489,457.8473304,6.591797,6.408691,-27.7147125,Taking a bath
35,35,435.8048618,458.6651814,6.286621,6.408691,16.2795742,Stable
36,36,456.7450511,404.2430529,6.408691,6.103516,-56.0007811,Taking a bath
37,37,440.2921128,425.2842588,6.286621,6.225586,-10.52060295,Toilet flushing
38,38,404.2430529,435.518242,6.103516,6.286621,36.4869342,Tank Refilling
39,39,400.994978,436.7886935,6.103516,6.286621,27.8514203,Tank Refilling
40,40,431.0770224,452.8622191,6.286621,6.408691,20.4406256,Stable
41,41,438.823333,458.3935166,6.286621,6.408691,22.6389785,Stable
42,42,469.1332008,428.1373274,6.469727,6.225586,-42.08258417,Taking a bath
43,43,372.6810717,383.2016747,5.92041,5.981445,14.3193344,Stable
44,44,383.2016747,402.9780907,5.981445,6.103516,21.04137827,Stable
45,45,371.4219078,297.4738102,5.92041,5.493164,-76.4832875,Washing clothes
46,46,351.1751253,268.2499864,5.79834,5.310059,-82.2292915,Washing clothes
47,47,235.9128886,109.6653085,5.126953,4.394531,-126.2475801,Washing clothes
48,48,141.2272897,183.3097015,4.577637,4.821777,42.0824118,Tank Refilling
49,49,136.4059182,128.0822564,4.577637,4.516602,-11.1081208,Toilet flushing
50,50,162.2684956,143.9715578,4.699707,4.577637,-17.4903809,Toilet flushing
51,51,136.858429,127.2031783,4.577637,4.516602,-10.5994353,Toilet flushing
52,52,130.7066867,131.3051508,4.516602,4.516602,0.1740327,Stable
53,53,144.0902067,133.7712522,4.577637,4.516602,-8.3706993,Toilet flushing
54,54,127.3030762,88.62410257,4.516602,4.272461,-42.7419327,Taking a bath
55,55,128.0714134,57.06212135,4.516602,4.089355,-73.64456539,Washing clothes
56,56,78.10349962,78.10349962,4.211426,4.211426,3.4438202,Stable
57,57,75.4348271,59.2425496,4.211426,4.089355,-18.4586482,Toilet flushing
58,58,109.6653085,108.0343896,4.394531,4.394531,-0.0472673,Stable
59,59,57.06212135,162.2684956,4.089355,4.699707,105.2063742,Tank Refilling
60,60,92.661069,108.4807308,4.272461,4.394531,20.5889071,Stable
61,61,87.4220488,74.2556872,4.272461,4.211426,-8.5523022,Toilet flushing
62,62,126.2778124,87.9357576,4.516602,4.272461,-44.9919137,Taking a bath
63,63,25.5003125,46.5415184,3.90625,4.02832,19.9962186,Stable
64,64,80.5899485,467.366843,4.211426,6.469727,389.2633434,Tank Refilling
65,65,472.043057,428.1806374,6.469727,6.225586,-45.5332653,Taking a bath
66,66,440.1852768,370.773267,6.286621,5.92041,-66.3085414,Taking a bath
67,67,295.9750224,330.5986599,5.493164,5.67627,31.56198122,Tank Refilling
68,68,324.1488545,275.9980907,5.615234,5.371094,-44.0439048,Taking a bath
69,69,270.9775116,271.3480621,5.310059,5.310059,1.7460397,Stable
70,70,319.4484727,320.0778846,5.615234,5.615234,-1.7223329,Stable
71,71,316.5438213,321.2609876,5.615234,5.615234,-4.8998542,Stable
72,72,295.9260642,329.995238,5.493164,5.67627,34.0280507,Stable
73,73,378.545243,327.8003595,5.981445,5.67627,-53.9503769,Taking a bath
74,74,370.2644074,303.4527841,5.92041,5.493164,-70.7937675,Washing clothes
75,75,351.884722,303.0150965,5.79834,5.493164,-52.60318712,Taking a bath
76,76,277.9954728,281.8777115,5.371094,5.371094,1.8509508,Stable
77,77,267.6012917,274.712727,5.310059,5.371094,14.3181781,Stable
78,78,297.0884535,282.6630615,5.493164,5.371094,-22.8253901,Toilet flushing
79,79,187.0536547,180.5467907,4.821777,4.821777,2.3968398,Stable
80,80,193.8304768,214.8716827,4.882813,5.004883,19.5614934,Stable
81,81,184.335843,235.9128886,4.821777,5.126953,53.8444968,Tank Refilling
82,82,265.6832877,492.4526993,5.310059,6.591797,220.9331791,Tank Refilling
83,83,541.011236,701.877528,6.896973,7.8125,157.809389,Tank Refilling
84,84,641.8370046,714.0157911,7.507324,7.873535,61.0003717,Tank Refilling
85,85,708.6613297,751.4238121,7.873535,8.117676,42.08258417,Tank Refilling
86,86,701.249244,593.6142508,7.8125,7.202148,-105.2063742,Washing clothes
87,87,538.9336798,485.1243134,6.896973,6.591797,-54.690466,Taking a bath
88,88,509.4492548,509.4492548,6.713867,6.713867,0.6519275,Stable
89,89,519.9698577,504.8324663,6.774902,6.713867,-8.6827065,Toilet flushing
90,90,468.9633542,455.6127862,6.469727,6.408691,-11.7329806,Toilet flushing
91,91,487.6880973,387.6906783,6.591797,5.981445,-109.7565198,Washing clothes
92,92,372.6573263,351.6398658,5.92041,5.79834,-22.3737733,Toilet flushing
93,93,303.6809441,271.0676122,5.493164,5.310059,-28.9237824,Taking a bath
94,94,248.2613823,194.7225875,5.187988,4.882813,-54.3242324,Taking a bath
95,95,212.000082,163.937547,5.004883,4.699707,-54.6046905,Taking a bath
96,96,236.5884152,193.0024935,5.126953,4.882813,-37.2260967,Taking a bath
97,97,162.959868,164.2712647,4.699707,4.699707,-3.9040975,Stable
98,98,132.073088,141.4357456,4.516602,4.577637,15.474426,Stable
99,99,163.4117868,114.5279183,4.699707,4.394531,-54.7380677,Taking a bath
100,100,135.1396225,145.5043635,4.516602,4.577637,5.7471628,Stable
101,101,139.8890361,141.5928808,4.577637,4.577637,1.8915157,Stable
102,102,109.1926112,89.5849542,4.394531,4.272461,-18.3787357,Toilet flushing
103,103,135.0839249,108.5421799,4.516602,4.394531,-17.4390528,Toilet flushing
104,104,140.8252853,163.529431,4.577637,4.699707,19.2675338,Stable
105,105,186.3101717,162.645708,4.821777,4.699707,-18.3342632,Toilet flushing
106,106,180.3729951,246.4334916,4.821777,5.187988,58.1364498,Tank Refilling
107,107,458.782126,505.7951906,6.408691,6.713867,53.7428627,Tank Refilling
108,108,436.1250907,464.4241135,6.286621,6.469727,27.6112204,Tank Refilling
109,109,489.2706251,430.1781782,6.591797,6.225586,-67.218614,Washing clothes
110,110,458.3921829,471.2324891,6.408691,6.469727,10.52077532,Stable
111,111,540.7537871,730.7855143,6.896973,7.995605,189.3711978,Tank Refilling
112,112,782.985621,761.9444151,8.300781,8.178711,-17.4957704,Toilet flushing
113,113,758.2169807,725.6409736,8.178711,7.995605,-36.1138122,Taking a bath
114,114,700.9035527,731.2245727,7.8125,7.995605,36.4848182,Tank Refilling
115,115,778.945657,695.1900663,8.300781,7.8125,-79.9301221,Washing clothes
116,116,614.655629,614.655629,7.324219,7.324219,4.7642686,Toilet flushing
117,117,593.6142508,572.5730449,7.202148,7.080078,-22.1845719,Toilet flushing
118,118,558.2815125,573.1615665,7.019043,7.080078,14.4508609,Stable
119,119,564.4539627,572.3425879,7.019043,7.080078,6.3758464,Stable
120,120,536.5546289,513.4380228,6.896973,6.713867,-27.4536104,Taking a bath
121,121,597.3111247,541.011236,7.202148,6.896973,-48.2772486,Taking a bath
122,122,520.0765724,504.9144168,6.774902,6.713867,-6.0563044,Toilet flushing
123,123,515.9909403,544.1945969,6.774902,6.896973,22.5044184,Stable
124,124,452.3262808,370.4057038,6.408691,5.92041,-79.4849695,Washing clothes
125,125,347.8912387,352.2576985,5.79834,5.79834,-0.3957126,Stable
126,126,271.7679883,268.9660532,5.310059,5.310059,1.8981685,Stable
127,127,323.2066355,298.5506133,5.615234,5.493164,-23.5384385,Toilet flushing
128,128,322.4705189,375.2159978,5.615234,5.92041,56.1825205,Tank Refilling
129,129,317.8048504,350.2062525,5.615234,5.79834,32.0481904,Tank Refilling
130,130,368.9959153,273.8476088,5.92041,5.371094,-98.2687447,Washing clothes
131,131,270.6338925,219.0936402,5.310059,5.004883,-55.4541325,Taking a bath
132,132,213.0569516,210.6516547,5.004883,5.004883,3.2228941,Stable
133,133,197.787989,245.8764748,4.882813,5.187988,50.911733,Tank Refilling
134,134,273.456075,594.8383902,5.371094,7.202148,315.618778,Tank Refilling
135,135,746.7622078,713.7095244,8.117676,7.873535,-39.7449931,Taking a bath
136,136,780.027313,752.3016739,8.300781,8.117676,-31.7616393,Taking a bath
137,137,760.3508507,761.2477758,8.178711,8.178711,2.5245421,Stable
138,138,764.3261267,755.3440358,8.178711,8.117676,-7.2090655,Toilet flushing
139,139,729.3343418,758.192669,7.995605,8.178711,27.0509845,Tank Refilling
140,140,704.7649779,711.1368374,7.873535,7.873535,4.1797609,Stable
141,141,766.501628,761.4180534,8.178711,8.178711,1.465296,Stable
142,142,701.932166,694.0431348,7.8125,7.8125,0.0928193,Stable
143,143,728.2328771,697.4626373,7.995605,7.8125,-30.4294888,Taking a bath
144,144,705.0657319,747.8965832,7.873535,8.117676,43.6908082,Tank Refilling
145,145,708.8585012,707.6335795,7.873535,7.873535,-2.8101956,Stable
146,146,734.7495098,727.4911328,7.995605,7.995605,3.7584801,Stable
147,147,762.5438625,720.9139774,8.178711,7.940674,-41.03043769,Taking a bath
148,148,725.6482918,710.9192753,7.96814,7.88269,-14.7290165,Toilet flushing
149,149,703.0288662,685.6698282,7.836914,7.736206,-17.35903796,Toilet flushing
150,150,670.4149109,635.1707617,7.647705,7.443237,-35.24414916,Taking a bath
151,151,610.9732887,609.9213146,7.302856,7.296753,-1.05197411,Stable
152,152,612.5515084,547.3235978,7.312012,6.933594,-65.22791066,Washing clothes
153,153,505.7670869,493.6682642,6.692505,6.622314,-12.09882267,Toilet flushing
154,154,491.0382427,501.0327724,6.607056,6.665039,9.99452971,Stable
155,155,494.7204107,501.5588457,6.628418,6.668091,6.83843501,Stable
156,156,497.8766777,495.7723848,6.646729,6.634521,-2.10429296,Stable
157,157,488.9341221,493.1423633,6.594849,6.619263,4.20824118,Stable
158,158,480.5176398,361.1083223,6.546021,5.853271,-119.4093175,Washing clothes
159,159,357.9522276,283.2556881,5.834961,5.401611,-74.6965395,Washing clothes
160,160,278.521546,262.7405554,5.374146,5.282593,-15.78099061,Toilet flushing
161,161,264.3186028,254.3240731,5.291748,5.233765,-9.99452971,Toilet flushing
162,162,265.3707492,274.8392057,5.297852,5.352783,9.46845647,Stable
163,163,269.5789904,266.9487966,5.322266,5.307007,-2.63019383,Stable
164,164,285.3598087,260.6364348,5.413818,5.270386,-24.72337384,Taking a bath
165,165,275.365279,282.203714,5.355835,5.395508,1.8697537,Stable
166,166,283.2556881,236.4389619,5.401611,5.130005,-46.81672622,Taking a bath
167,167,237.490936,232.7567939,5.136108,5.108643,-4.73414205,Toilet flushing
168,168,218.5538507,208.0332477,5.026245,4.96521,-11.4084552,Toilet flushing
169,169,213.2936354,215.9236568,4.995728,5.010986,2.63002146,Stable
170,170,211.926086,220.6579712,4.995728,5.038452,7.36433588,Stable
171,171,196.9865715,152.7998668,4.901123,4.644775,-44.18670476,Taking a bath
172,172,110.1913817,122.290032,4.397583,4.467773,12.0986503,Stable
173,173,118.0817908,112.8215755,4.443359,4.412842,-5.26021529,Toilet flushing
174,174,115.9776702,117.0298167,4.431152,4.437256,1.05214648,Stable
175,175,107.5611879,111.2435282,4.382324,4.403687,3.68234031,Stable
176,176,118.6078641,221.1840445,4.446411,5.041504,102.5761804,Tank Refilling
177,177,255.3760472,222.2360186,5.239868,5.047607,-33.14002857,Taking a bath
178,178,182.7838006,150.1698453,4.818726,4.629517,-32.61395533,Taking a bath
179,179,163.3206421,169.1069306,4.705811,4.73938,5.78628853,Stable
180,180,166.4767368,181.7316541,4.724121,4.812622,15.25491737,Stable
181,181,165.025348,178.0494862,4.699707,4.79126,15.78099061,Stable
182,182,175.4192924,175.9453656,4.776001,4.779053,0.52607324,Stable
183,183,184.361848,180.1536068,4.827881,4.803467,-4.20824118,Toilet flushing
184,184,176.4712665,177.713186,4.782104,4.803467,6.0615857,Stable
185,185,190.1481365,190.1481365,4.86145,4.86145,0.7304234,Stable
186,186,186.4659686,159.6383018,4.840088,4.684448,-26.8276668,Taking a bath
187,187,170.1589047,154.3780865,4.745483,4.653931,-15.78081824,Toilet flushing
188,188,165.4247627,166.4767368,4.718018,4.724121,1.05197411,Stable
189,189,164.8986894,178.5755594,4.714966,4.794312,13.67687002,Stable
190,190,262.7405554,224.8662124,5.282593,5.062866,-37.87434299,Taking a bath
191,191,226.4442598,216.4497301,5.072021,5.014038,-6.7690689,Toilet flushing
192,192,215.9236568,220.131898,5.010986,5.0354,1.6508669,Stable
193,193,219.6059971,230.6526733,5.032349,5.096436,11.04667619,Stable
194,194,215.397756,214.3456095,5.007935,5.001831,-1.05214648,Stable
195,195,211.7154156,204.8769806,4.986572,4.946899,-6.83843501,Toilet flushing
196,196,195.9345974,200.1428386,4.89502,4.919434,7.9923902,Stable
197,197,147.0135782,139.1231691,4.611206,4.56543,-7.89040912,Toilet flushing
198,198,137.0190485,148.5916256,4.553223,4.620361,11.57257706,Stable
199,199,143.8574835,149.6437721,4.592896,4.626465,1.8877463,Stable
200,200,153.8520132,166.7449449,4.650879,4.699707,8.41648236,Stable
201,201,154.3780865,161.2165215,4.653931,4.693604,9.8833163,Stable
202,202,145.4355309,158.0602544,4.602051,4.675293,12.62472354,Stable
203,203,149.1176988,144.9094576,4.623413,4.598999,-4.7269385,Toilet flushing
204,204,154.9039873,711.9714218,4.656982,7.888794,557.0674344,Tank Refilling
205,205,715.1275165,706.1851333,7.907104,7.855225,-8.94238323,Toilet flushing
206,206,701.6720506,687.2478756,7.8125,7.745361,-11.57274943,Toilet flushing
207,207,684.0917809,685.143755,7.727051,7.733154,4.9239931,Stable
208,208,676.2011994,678.8313932,7.681274,7.696533,2.63019383,Stable
209,209,665.6805964,645.1654638,7.620239,7.501221,-20.51513266,Toilet flushing
210,210,647.2695844,701.4508188,7.513428,7.827759,54.18123447,Tank Refilling
211,211,700.9247456,709.8673012,7.824707,7.876587,8.9425556,Stable
212,212,707.2371074,715.6537621,7.861328,7.910157,8.41665473,Stable
213,213,709.8673012,595.7183714,7.876587,7.214355,-114.1489298,Washing clothes
214,214,594.140324,498.9286518,7.2052,6.652832,-95.21167216,Washing clothes
215,215,492.0902168,464.7366492,6.613159,6.454468,-27.35356767,Taking a bath
216,216,534.172801,714.6016156,6.8573,7.904053,180.4288146,Tank Refilling
217,217,710.9192753,737.7469421,7.88269,8.03833,26.8276668,Stable
218,218,736.1688948,758.2622471,8.029175,8.157349,22.09335238,Stable
219,219,750.8977389,765.626583,8.114624,8.200073,14.72884413,Stable
220,220,746.5080866,745.6373512,8.114624,8.084106,-5.26038766,Toilet flushing
221,221,734.4774171,642.5352699,8.029175,7.485962,-93.63362481,Washing clothes
222,222,564.6826357,485.2517818,7.034302,6.573486,-79.43085392,Washing clothes
223,223,433.7007412,436.330935,6.274414,6.289673,4.7741113,Stable
224,224,443.16937,432.1226938,6.329346,6.265259,-11.04667619,Toilet flushing
225,225,296.9325581,304.8229672,5.480957,5.526733,7.89040912,Stable
226,226,295.3545107,300.0888252,5.471802,5.499268,4.73431442,Stable
227,227,283.2242197,263.7925295,5.401611,5.288696,-19.46315855,Toilet flushing
228,228,252.2199525,258.5323142,5.221558,5.258179,6.31236177,Stable
229,229,258.5323142,191.7261839,5.258179,4.870605,-66.80613038,Washing clothes
230,230,175.9453656,125.9723723,4.779053,4.489136,-49.97299329,Taking a bath
231,231,139.64907,118.5233408,4.568481,4.437256,-22.61925325,Toilet flushing
232,232,115.4517694,112.2955023,4.428101,4.40979,-3.15626707,Stable
233,233,121.2380579,113.3476488,4.46167,4.415894,-9.5243733,Toilet flushing
234,234,102.8268735,124.3941526,4.354858,4.47998,21.56727914,Stable
235,235,122.290032,109.1392352,4.467773,4.391479,-13.15079678,Toilet flushing
236,236,119.2112471,114.4112785,4.431152,4.412842,-3.1560947,Stable
237,237,87.04605522,91.2542964,4.263306,4.28772,-0.1471108,Stable
238,238,98.61863228,206.4552004,4.330444,4.956055,107.8365681,Tank Refilling
239,239,196.4604983,198.5646189,4.898071,4.910278,2.10412059,Stable
240,240,199.0906921,190.6742097,4.91333,4.864502,-8.41648236,Toilet flushing
241,241,198.5646189,202.77286,4.910278,4.934692,1.0801329,Stable
242,242,209.4620451,219.0799239,4.986572,5.029297,7.36450825,Stable
243,243,210.9543772,213.2936354,5.004883,4.995728,-1.57804735,Stable
244,244,222.7620918,218.0277774,5.050659,5.023193,-4.73431442,Stable
245,245,216.9758033,201.7208859,5.01709,4.928589,-15.25491737,Toilet flushing
246,246,193.3044036,188.0440159,4.879761,4.849243,-6.9605252,Toilet flushing
247,247,173.3151718,164.500643,4.763794,4.693604,-12.0986503,Toilet flushing
248,248,161.5318621,110.7782555,4.718018,4.415894,-52.07711388,Taking a bath
249,249,171.2250253,163.8465429,4.724121,4.708862,-1.9821976,Stable
250,250,174.9433188,161.7424224,4.745483,4.696655,-10.7787397,Toilet flushing
251,251,172.7890985,367.9467573,4.760742,5.892944,195.1576587,Tank Refilling
252,252,458.4242874,721.9659515,6.417847,7.946777,263.5416641,Tank Refilling
253,253,723.5441712,733.5387009,7.955933,8.013916,9.8681652,Stable
254,254,737.2208689,727.2263392,8.035278,7.977295,-11.1366177,Toilet flushing
255,255,735.1167483,697.2425777,8.023071,7.803345,-37.87417062,Taking a bath
256,256,713.757734,713.5494691,7.876587,7.897949,3.68216794,Stable
257,257,708.2890815,712.497495,7.867431,7.891846,4.20841355,Stable
258,258,715.6537621,717.7577103,7.910157,7.922363,2.10394822,Stable
259,259,726.2675064,518.3918104,7.96814,6.765747,-207.2564814,Washing clothes
260,260,514.1835692,527.334366,6.741333,6.817627,13.15079678,Stable
261,261,534.6988742,524.7041722,6.860352,6.802368,-9.99470208,Toilet flushing
262,262,510.2230479,484.1998077,6.713867,6.567383,-25.24944708,Taking a bath
263,263,476.8352995,484.725881,6.524658,6.570435,7.89058149,Stable
264,264,482.0956871,518.9178836,6.555176,6.768799,36.82219651,Tank Refilling
265,265,524.7041722,509.975328,6.802368,6.716919,-14.72884413,Toilet flushing
266,266,509.975328,511.5533754,6.716919,6.726074,1.57804735,Stable
267,267,502.6108198,489.9860962,6.674194,6.600952,-12.62472354,Toilet flushing
268,268,507.8712074,502.6108198,6.704712,6.674194,-4.165263,Toilet flushing
269,269,513.1314227,496.8245313,6.735229,6.640625,-16.30689148,Toilet flushing
270,270,511.2542487,488.9341221,6.716919,6.594849,-16.4522226,Toilet flushing
271,271,498.9286518,498.4025786,6.652832,6.64978,-0.52607324,Stable
272,272,487.8819757,398.456592,6.588745,6.069946,-89.42538363,Washing clothes
273,273,388.4620623,403.1909064,6.011963,6.097412,18.1617223,Stable
274,274,393.7222776,406.3471735,6.04248,6.115723,12.62489591,Stable
275,275,400.0348117,401.6128591,6.079102,6.088257,4.7165167,Stable
276,276,397.4046179,402.6648332,6.063843,6.09436,5.26021529,Stable
277,277,415.2897291,412.133462,6.167603,6.149292,-8.0278989,Stable
278,278,411.6073888,414.2375826,6.14624,6.161499,7.3713042,Stable
279,279,402.6648332,395.3004973,6.09436,6.051636,-7.36433588,Toilet flushing
280,280,410.0293415,360.0563482,6.137085,5.847168,-49.8649865,Taking a bath
281,281,362.686542,345.327504,5.862427,5.761719,-16.3397025,Toilet flushing
282,282,353.7439864,209.6112951,5.810547,4.974365,-144.1326913,Washing clothes
283,283,202.2469592,196.4604983,4.931641,4.898071,-5.7864609,Toilet flushing
284,284,194.8824509,202.969529,4.888916,4.919434,5.26038766,Stable
285,285,180.67968,189.6220633,4.806519,4.858398,8.94238323,Stable
286,286,205.8495068,200.6687395,4.931641,4.922485,-1.57821972,Stable
287,287,200.8174111,183.8357747,4.89502,4.824829,-15.4945315,Toilet flushing
288,288,188.5700892,194.3563777,4.852295,4.885864,4.6877106,Stable
289,289,184.8879212,167.00281,4.830933,4.727173,-17.8851112,Toilet flushing
290,290,178.0494862,177.045128,4.79126,4.803467,3.4808075,Stable
291,291,179.6275336,176.9973397,4.800415,4.785156,1.5571746,Stable
292,292,173.3655439,127.0243464,4.782104,4.495239,-49.44692005,Taking a bath
293,293,100.196852,114.3996229,4.3396,4.421997,14.20277089,Stable
294,294,122.8161053,121.2380579,4.470825,4.46167,3.3378066,Stable
295,295,117.55589,605.7130734,4.440308,7.272339,488.1571835,Tank Refilling
296,296,591.8691932,586.7759881,7.2052,7.162476,-4.4154961,Toilet flushing
297,297,568.8908769,556.2661534,7.058716,6.985474,-12.1539191,Toilet flushing
298,298,572.0469716,558.370274,7.077026,6.997681,-13.67669765,Toilet flushing
299,299,553.1098863,510.57873,6.967163,6.713867,-43.66063152,Taking a bath
300,300,515.7616166,717.2318094,6.750488,7.919312,201.4701929,Tank Refilling
301,301,714.0755424,724.0700721,7.901001,7.958984,7.9313732,Stable
302,302,739.8510627,730.2261905,8.050537,7.995605,-9.46862884,Toilet flushing
303,303,739.9958954,739.8510627,8.023071,8.050537,7.861015,Stable
304,304,741.42911,741.42911,8.059692,8.059692,-3.059907,Stable
305,305,745.6373512,738.2730153,8.084106,8.041382,-6.8289618,Toilet flushing
306,306,740.3771359,741.9753631,8.053589,8.041382,-2.10412059,Stable
307,307,740.8072172,678.30532,8.035278,7.693481,-58.91554889,Taking a bath
308,308,676.7272726,676.7272726,7.684326,7.684326,4.551384,Stable
309,309,673.5711779,666.2066697,7.666016,7.623291,-7.36450825,Toilet flushing
310,310,675.6752985,675.1492253,7.678223,7.675171,-4.7570674,Stable
311,311,679.3574665,620.4419176,7.699585,7.357788,-61.3480236,Taking a bath
312,312,622.0199649,603.0828796,7.366943,7.25708,-18.93708531,Toilet flushing
313,313,569.4169502,585.1977684,7.061768,7.15332,15.78081824,Stable
314,314,584.1457943,574.6771655,7.147217,7.092285,-8.8238839,Toilet flushing
315,315,567.8387304,491.0382427,7.052612,6.607056,-76.80048772,Washing clothes
316,316,489.460023,485.6027858,6.5979,6.567383,-5.8426293,Toilet flushing
317,317,493.297481,476.8352995,6.591797,6.524658,-10.8966822,Toilet flushing
318,318,478.4133468,480.5176398,6.533813,6.546021,2.10429296,Stable
319,319,467.8927439,466.5158902,6.472778,6.469727,-0.52590087,Stable
320,320,454.2676535,467.8927439,6.417847,6.472778,5.4175148,Stable
321,321,470.5229377,454.7419471,6.488037,6.396484,-12.343199,Toilet flushing
322,322,452.6378265,450.007805,6.384277,6.369019,-2.63002146,Stable
323,323,455.7940936,451.5858524,6.402588,6.378174,-3.0104293,Stable
324,324,450.5337059,453.689973,6.37207,6.390381,3.15626707,Stable
325,325,463.1586018,458.4242874,6.445313,6.417847,-7.901788,Stable
326,326,452.1119256,446.3254647,6.381226,6.347656,-1.4794175,Toilet flushing
327,327,441.5911503,385.3057952,6.32019,5.993652,-56.28535506,Taking a bath
328,328,360.0563482,371.6290976,5.847168,5.914307,11.57274943,Stable
329,329,359.0042017,355.848107,5.841064,5.822754,-1.9187924,Stable
330,330,349.5357452,283.7817613,5.786133,5.404663,-65.7539839,Taking a bath
331,331,281.6776407,224.3401392,5.392456,5.059814,-57.33750154,Taking a bath
332,332,211.8292624,227.3580672,5.010986,5.096436,14.7290165,Stable
333,333,225.9183589,226.4442598,5.06897,5.072021,0.52590087,Stable
334,334,218.0277774,218.5538507,5.023193,5.026245,1.2246227,Stable
335,335,219.0799239,119.6600106,5.029297,4.452515,-99.41991334,Washing clothes
336,336,125.4620074,107.0351146,4.46167,4.379272,-14.20294326,Toilet flushing
337,337,117.0298167,102.3009726,4.437256,4.351807,-10.594018,Toilet flushing
338,338,102.9067338,110.717455,4.354858,4.400635,10.6807548,Stable
339,339,98.09273141,384.2538211,4.327393,5.987549,286.1610897,Tank Refilling
340,340,460.3995703,723.5441712,6.402588,7.955933,267.7500777,Tank Refilling
341,341,738.7990886,730.331252,8.044434,7.977295,-15.0817264,Toilet flushing
342,342,637.2748823,573.6251913,7.455444,7.086182,-63.64969094,Washing clothes
343,343,557.8442007,566.7867563,6.994629,7.046509,5.0936197,Stable
344,344,550.4796925,557.3181275,6.951904,6.991577,3.8881381,Stable
345,345,558.370274,560.4743946,6.997681,7.009888,5.8957734,Stable
346,346,556.4944876,542.0632101,6.967163,6.903076,-11.6640923,Toilet flushing
347,347,551.531839,553.6359596,6.958008,6.970215,0.8236915,Stable
348,348,531.5426072,460.528408,6.842041,6.430054,-71.01419919,Washing clothes
349,349,457.3721409,438.4350556,6.411743,6.30188,-23.4799318,Toilet flushing
350,350,446.7328995,444.7474174,6.37207,6.338501,-5.78628853,Toilet flushing
351,351,448.4295853,439.4870297,6.359863,6.307983,-8.9425556,Toilet flushing
352,352,441.0652494,442.1172235,6.317139,6.323242,1.289058,Stable
353,353,438.9611288,387.4099158,6.304932,6.005859,-51.55121301,Taking a bath
354,354,386.3579417,379.5195067,5.999756,5.960083,-8.0394828,Toilet flushing
355,355,379.5195067,392.6703035,5.960083,6.036377,14.2994649,Stable
356,356,383.7277479,384.7798944,5.984497,5.990601,-0.466438,Stable
357,357,381.6236273,384.5274309,5.97229,5.987549,2.9656017,Stable
358,358,383.7539631,366.3687099,5.984497,5.883789,-17.1859408,Toilet flushing
359,359,372.1549985,373.2071449,5.917358,5.923462,3.6790843,Stable
360,360,366.3687099,354.7959605,5.883789,5.81665,-12.3259102,Toilet flushing
361,361,346.7378992,303.5488637,5.786133,5.499268,-52.6699751,Taking a bath
362,362,299.5627519,285.8858819,5.496216,5.41687,-13.67687002,Toilet flushing
